,playlist_name,track_name,track_artists,popularity,track_number,duration_ms
4461,In Memoriam: Gerry McGee,Thunder Cloud,['The Ventures'],2,3,161040
4462,In Memoriam: Gerry McGee,Honky Tonk (Parts 1 & 2),['The Ventures'],4,1,319360
4463,Cream: Career Defining Playlist,Wrapping Paper,['Cream'],0,1,144666
4464,Cream: Career Defining Playlist,I Feel Free,['Cream'],60,1,171506
4465,Cream: Career Defining Playlist,I'm So Glad,['Cream'],38,10,238000
4466,Cream: Career Defining Playlist,Dreaming,['Cream'],34,4,118106
4467,Cream: Career Defining Playlist,Strange Brew,['Cream'],54,1,166600
4468,Cream: Career Defining Playlist,Tales Of Brave Ulysses,['Cream'],47,6,166360
4469,Cream: Career Defining Playlist,World Of Pain,['Cream'],41,3,182600
4470,Cream: Career Defining Playlist,We're Going Wrong,['Cream'],37,8,207160
4471,Cream: Career Defining Playlist,Dance The Night Away,['Cream'],38,4,214440
4472,Cream: Career Defining Playlist,Spoonful,['Cream'],35,6,390226
4473,Cream: Career Defining Playlist,Sunshine Of Your Love,['Cream'],70,2,250000
4474,Cream: Career Defining Playlist,SWLABR,['Cream'],39,7,151560
4475,Cream: Career Defining Playlist,Anyone For Tennis,['Cream'],0,10,160666
4476,Cream: Career Defining Playlist,Crossroads - Live,['Cream'],60,1,258466
4477,Cream: Career Defining Playlist,Toad - Live,['Cream'],28,4,975666
4478,Cream: Career Defining Playlist,Born Under A Bad Sign - BBC Sessions,['Cream'],0,17,221773
4479,Cream: Career Defining Playlist,Politician - Live,['Cream'],21,2,380333
4480,Cream: Career Defining Playlist,White Room,['Cream'],35,11,298373
4481,Cream: Career Defining Playlist,Badge,['Cream'],52,4,164706
4482,Cream: Career Defining Playlist,Stepping Out - Live,['Cream'],0,2,230720
4483,In Memoriam: Robert Hunter,Dark Star - Single Version,['Grateful Dead'],49,8,161800
4484,In Memoriam: Robert Hunter,St. Stephen - 2013 Remaster,['Grateful Dead'],47,1,267506
4485,In Memoriam: Robert Hunter,China Cat Sunflower - 2013 Remaster,['Grateful Dead'],32,6,222235
4486,In Memoriam: Robert Hunter,Casey Jones - 2013 Remaster,['Grateful Dead'],66,8,265067
4487,In Memoriam: Robert Hunter,Uncle John's Band - 2013 Remaster,['Grateful Dead'],55,1,284909
4488,In Memoriam: Robert Hunter,Box of Rain - 2013 Remaster,['Grateful Dead'],55,1,318929
4489,In Memoriam: Robert Hunter,Friend of the Devil - 2013 Remaster,['Grateful Dead'],43,2,204894
4490,In Memoriam: Robert Hunter,Sugar Magnolia - 2013 Remaster,['Grateful Dead'],48,3,199398
4491,In Memoriam: Robert Hunter,Ripple - 2013 Remaster,['Grateful Dead'],62,6,249733
4492,In Memoriam: Robert Hunter,Brokedown Palace - 2013 Remaster,['Grateful Dead'],50,7,249064
4493,In Memoriam: Robert Hunter,Truckin' - 2013 Remaster,['Grateful Dead'],59,10,306973
4494,In Memoriam: Robert Hunter,"Bertha - Live at Fillmore East, New York, NY, April 27, 1971",['Grateful Dead'],41,1,340306
4495,In Memoriam: Robert Hunter,"Playing in the Band - Live at Manhattan Center, New York, NY, April 6, 1971",['Grateful Dead'],34,4,278933
4496,In Memoriam: Robert Hunter,"Jack Straw - Live in Paris, 1972; 2001 Remaster",['Grateful Dead'],37,4,289373
4497,In Memoriam: Robert Hunter,Ramble On Rose - Remastered LP Version,['Grateful Dead'],43,10,361600
4498,In Memoriam: Robert Hunter,"Sugaree - Live at Olympia Theatre, Paris, France 5/3/1972",['Grateful Dead'],18,4,432946
4499,In Memoriam: Robert Hunter,"Greatest Story Ever Told - Live at Olympia Theatre, Paris, France 5/3/72",['Grateful Dead'],24,10,292333
4500,In Memoriam: Robert Hunter,Eyes of the World - 2013 Remaster,['Grateful Dead'],42,6,320502
4501,In Memoriam: Robert Hunter,U.S. Blues - 2013 Remaster,['Grateful Dead'],45,1,280382
4502,In Memoriam: Robert Hunter,Scarlet Begonias - 2013 Remaster,['Grateful Dead'],60,5,259702
4503,In Memoriam: Robert Hunter,Franklin's Tower - 2013 Remaster,['Grateful Dead'],46,2,274942
4504,In Memoriam: Robert Hunter,Fire on the Mountain,['Grateful Dead'],31,5,226360
4505,In Memoriam: Robert Hunter,Althea - 2013 Remaster,['Grateful Dead'],63,3,412595
4506,In Memoriam: Robert Hunter,Touch of Grey - 2013 Remaster,['Grateful Dead'],57,1,350862
4507,In Memoriam: Robert Hunter,Black Muddy River - 2013 Remaster,['Grateful Dead'],33,7,357938
4508,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Uncloudy Day,['The Staple Singers'],24,7,177360
4509,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Will The Circle Be Unbroken,['The Staple Singers'],15,1,167466
4510,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Why? (Am I Treated So Bad),['The Staple Singers'],34,9,170866
4511,Rock Hall Honors | Mavis Staples: Career Defining Playlist,For What It's Worth,['The Staple Singers'],22,11,144066
4512,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Got To Be Some Changes Made,['The Staple Singers'],30,7,160466
4513,Rock Hall Honors | Mavis Staples: Career Defining Playlist,When Will We Be Paid,['The Staple Singers'],26,12,159333
4514,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Heavy Makes You Happy (Sha-Na-Boom Boom),['The Staple Singers'],33,10,187066
4515,Rock Hall Honors | Mavis Staples: Career Defining Playlist,You've Got To Earn It,['The Staple Singers'],17,3,209600
4516,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Respect Yourself,['The Staple Singers'],54,10,211680
4517,Rock Hall Honors | Mavis Staples: Career Defining Playlist,I'll Take You There,['The Staple Singers'],66,11,196826
4518,Rock Hall Honors | Mavis Staples: Career Defining Playlist,If You're Ready (Come Go With Me),['The Staple Singers'],47,2,267173
4519,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Let's Do It Again,['The Staple Singers'],49,1,293600
4520,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Slippery People,['The Staple Singers'],39,2,255320
4521,Rock Hall Honors | Mavis Staples: Career Defining Playlist,This World,['The Staple Singers'],4,4,213000
4522,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Oh La De Da,['The Staple Singers'],18,13,215293
4523,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Touch A Hand (Make A Friend),['The Staple Singers'],25,16,206506
4524,Rock Hall Honors | Mavis Staples: Career Defining Playlist,City In The Sky,['The Staple Singers'],12,17,224813
4525,Rock Hall Honors | Mavis Staples: Career Defining Playlist,New Orleans,['The Staple Singers'],13,4,266306
4526,Rock Hall Honors | Mavis Staples: Career Defining Playlist,This Is Our Night,['The Staple Singers'],7,1,243986
4527,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Son Of A Preacher Man,['Mavis Staples'],24,7,140026
4528,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Until I Met You,['Mavis Staples'],18,1,171106
4529,Rock Hall Honors | Mavis Staples: Career Defining Playlist,I Have Learned To Do Without You,['Mavis Staples'],0,12,250266
4530,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Gotta Serve Somebody,['Mavis Staples'],0,2,398600
4531,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Will The Circle Be Unbroken,['Mavis Staples'],0,12,201773
4532,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Down In Mississippi,['Mavis Staples'],37,1,297560
4533,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Eyes On The Prize,['Mavis Staples'],31,2,246293
4534,Rock Hall Honors | Mavis Staples: Career Defining Playlist,99 and 1/2,['Mavis Staples'],22,7,286280
4535,Rock Hall Honors | Mavis Staples: Career Defining Playlist,This Little Light,['Mavis Staples'],20,6,202720
4536,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Freedom Highway,['Mavis Staples'],9,8,277813
4537,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Last Train,['Mavis Staples'],20,8,269200
4538,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Creep Along Moses,['Mavis Staples'],19,5,177320
4539,Rock Hall Honors | Mavis Staples: Career Defining Playlist,If It's A Light,['Mavis Staples'],29,3,184800
4540,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Tomorrow,['Mavis Staples'],21,7,200200
4541,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Take Us Back,['Mavis Staples'],22,1,195866
4542,Rock Hall Honors | Mavis Staples: Career Defining Playlist,High Note,['Mavis Staples'],25,5,211203
4543,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Respect Yourself - Live,"['Mavis Staples', 'Aaron Neville']",0,1,225331
4544,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Slippery People - Live,"['Mavis Staples', 'Win Butler', 'Regine Chassagne']",38,1,296040
4545,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Turn Me Around - Live,"['Mavis Staples', 'Bonnie Raitt']",15,1,260126
4546,Rock Hall Honors | Mavis Staples: Career Defining Playlist,If All I Was Was Black,['Mavis Staples'],28,2,235785
4547,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Little Bit,['Mavis Staples'],32,1,230892
4548,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Build A Bridge,['Mavis Staples'],0,1,217597
4549,Rock Hall Honors | Mavis Staples: Career Defining Playlist,No Time For Crying,['Mavis Staples'],20,6,276669
4550,Rock Hall Honors | Mavis Staples: Career Defining Playlist,Change,['Mavis Staples'],38,1,176373
4551,Rock Hall Honors | Mavis Staples: Career Defining Playlist,We Get By,"['Mavis Staples', 'Ben Harper']",37,3,215946
4552,The Cars: Career Defining Playlist,Just What I Needed,['The Cars'],71,3,225626
4553,The Cars: Career Defining Playlist,My Best Friend's Girl,['The Cars'],64,2,223253
4554,The Cars: Career Defining Playlist,Good Times Roll,['The Cars'],62,1,225853
4555,The Cars: Career Defining Playlist,You're All I've Got Tonight,['The Cars'],50,6,254706
4556,The Cars: Career Defining Playlist,Moving in Stereo,['The Cars'],56,8,286106
4557,The Cars: Career Defining Playlist,Let's Go,['The Cars'],55,1,213173
4558,The Cars: Career Defining Playlist,Panorama,['The Cars'],32,1,344666
4559,The Cars: Career Defining Playlist,Shake It Up,['The Cars'],49,2,215440
4560,The Cars: Career Defining Playlist,You Might Think,['The Cars'],60,6,185026
4561,The Cars: Career Defining Playlist,Magic,['The Cars'],52,3,237093
4562,The Cars: Career Defining Playlist,Drive,['The Cars'],69,4,234493
4563,The Cars: Career Defining Playlist,Tonight She Comes,['The Cars'],46,19,236733
4564,The Cars: Career Defining Playlist,Strap Me In,['The Cars'],32,7,264573
4565,The Cars: Career Defining Playlist,Sad Song,['The Cars'],13,1,218146
4566,The Cars: Career Defining Playlist,Blue Tip,['The Cars'],30,1,193333
4567,Friday the 13th,The 13th,['The Cure'],31,4,257200
4568,Friday the 13th,The Hungry Ghost,['The Cure'],44,7,269440
4569,Friday the 13th,Black Cat,['Janet Jackson'],45,16,290573
4570,Friday the 13th,Superstition - Single Version,['Stevie Wonder'],76,9,245493
4571,Friday the 13th,He's Back (The Man Behind The Mask),['Alice Cooper'],40,10,229693
4572,Friday the 13th,Paranoid,['Black Sabbath'],44,7,267506
4573,Friday the 13th,"Good Luck, Bad Luck",['Lynyrd Skynyrd'],17,11,202600
4574,Friday the 13th,Voodoo Child (Slight Return),['Jimi Hendrix'],67,16,313373
4575,Friday the 13th,Black Magic Woman,['Santana'],62,6,195866
4576,Friday the 13th,Witchy Woman - 2013 Remaster,['Eagles'],54,2,250888
4577,Friday the 13th,13 (There is A Light),['U2'],53,13,259746
4578,Friday the 13th,Bad Luck Soul,['B.B. King'],5,3,139080
4579,Friday the 13th,My Lucky Day,['Bruce Springsteen'],32,2,240666
4580,The Comets: Career Defining Playlist,"Shake, Rattle And Roll",['Bill Haley & His Comets'],54,2,149466
4581,The Comets: Career Defining Playlist,(We're Gonna) Rock Around The Clock,['Bill Haley & His Comets'],61,1,129893
4582,The Comets: Career Defining Playlist,Rock-A-Beatin' Boogie,['Bill Haley & His Comets'],27,12,139626
4583,The Comets: Career Defining Playlist,"See You Later, Alligator",['Bill Haley & His Comets'],52,4,166840
4584,The Comets: Career Defining Playlist,"Crazy Man, Crazy",['Bill Haley & His Comets'],3,1,159894
4585,Dave Bartholomew: Career Defining Playlist,3 X 7 = 21 - Remastered,['Jewel King'],6,13,155973
4586,Dave Bartholomew: Career Defining Playlist,Lawdy Miss Clawdy,['Lloyd Price'],2,4,109893
4587,Dave Bartholomew: Career Defining Playlist,The Fat Man,['Fats Domino'],26,1,156680
4588,Dave Bartholomew: Career Defining Playlist,I Hear You Knocking,['Smiley Lewis'],33,11,165800
4589,Dave Bartholomew: Career Defining Playlist,I'm Gone - Remastered,['Shirley & Lee'],4,11,138333
4590,Dave Bartholomew: Career Defining Playlist,Lawdy Miss Clawdy - Single Version,['Lloyd Price'],0,4,153746
4591,Dave Bartholomew: Career Defining Playlist,Ain't That A Shame? - Remastered 2002,['Fats Domino'],53,4,150600
4592,Dave Bartholomew: Career Defining Playlist,Blue Monday - Remastered 2002,['Fats Domino'],16,9,140600
4593,Dave Bartholomew: Career Defining Playlist,Blueberry Hill - Remastered 2002,['Fats Domino'],58,16,143440
4594,Dave Bartholomew: Career Defining Playlist,I'm In Love Again,['Fats Domino'],39,7,117266
4595,Dave Bartholomew: Career Defining Playlist,Whole Lotta Loving - Remastered 2002,['Fats Domino'],21,23,99306
4596,Dave Bartholomew: Career Defining Playlist,Walking To New Orleans - Remastered,['Fats Domino'],47,28,121213
4597,Dave Bartholomew: Career Defining Playlist,Let The Four Winds Blow - Remastered 2002,['Fats Domino'],32,30,140106
4598,Dave Bartholomew: Career Defining Playlist,You Can Pack Your Suitcase,"['Fats Domino', 'Dave Bartholomew']",0,5,464600
4599,Dave Bartholomew: Career Defining Playlist,My Girl Josephine,"['Fats Domino', 'Dave Bartholomew']",0,8,110627
4600,Dave Bartholomew: Career Defining Playlist,Country Boy,['Dave Bartholomew'],5,8,185866
4601,Dave Bartholomew: Career Defining Playlist,The Monkey,['Dave Bartholomew'],5,9,145430
4602,Dave Bartholomew: Career Defining Playlist,Who Drank My Beer While I Was In The Rear,['Dave Bartholomew'],2,2,168869
4603,Dave Bartholomew: Career Defining Playlist,My Ding-a-ling,['Dave Bartholomew'],0,2,135131
4604,Dave Bartholomew: Career Defining Playlist,Shrimp And Gumbo - Remastered,['Dave Bartholomew'],25,8,126493
4605,Dave Bartholomew: Career Defining Playlist,That's How You Got Killed Before - Remastered,['Dave Bartholomew'],7,16,153026
4606,WARPED FOREVER,Misery Business,['Paramore'],72,4,211520
4607,WARPED FOREVER,I Was a Teenage Anarchist,['Against Me!'],54,2,195160
4608,WARPED FOREVER,DONTTRUSTME,['3OH!3'],70,3,192573
4609,WARPED FOREVER,Fashionably Late,['Falling In Reverse'],63,4,213371
4610,WARPED FOREVER,"Dear Maria, Count Me In",['All Time Low'],47,6,182826
4611,WARPED FOREVER,All I Want,['A Day To Remember'],67,2,202640
4612,WARPED FOREVER,"1, 2, 3, 4","[""Plain White T's""]",63,5,198360
4613,WARPED FOREVER,summer jam,['Set Your Goals'],34,4,185866
4614,WARPED FOREVER,My Heroine,['Silverstein'],58,7,207586
4615,WARPED FOREVER,Wanderlust,['Every Time I Die'],44,4,250306
4616,WARPED FOREVER,I Kissed A Girl,['Katy Perry'],45,2,179640
4617,WARPED FOREVER,Reincarnate,['Motionless In White'],58,2,220040
4618,WARPED FOREVER,Jamie All Over,['Mayday Parade'],64,1,216000
4619,WARPED FOREVER,Afterlife,['Avenged Sevenfold'],68,4,352426
4620,WARPED FOREVER,"If I'm James Dean, You're Audrey Hepburn",['Sleeping With Sirens'],61,1,219106
4621,WARPED FOREVER,"Check Yes, Juliet",['We The Kings'],71,3,220146
4622,WARPED FOREVER,Cooler Than Me - Single Mix,"['Mike Posner', 'Gigamesh']",74,4,213293
4623,WARPED FOREVER,King For A Day,"['Pierce The Veil', 'Kellin Quinn']",69,4,236293
4624,WARPED FOREVER,Shining On,['Big D and the Kids Table'],45,3,194093
4625,WARPED FOREVER,A Boy Brushed Red Living In Black And White,['Underoath'],60,2,268000
4626,WARPED FOREVER,Right Girl,['The Maine'],53,2,216986
4627,WARPED FOREVER,No Hands (feat. Roscoe Dash & Wale),"['Waka Flocka Flame', 'Roscoe Dash', 'Wale']",75,5,263773
4628,WARPED FOREVER,We Own The Night,['Dance Gavin Dance'],63,1,205706
4629,WARPED FOREVER,It Must Really Suck To Be Four Year Strong Right Now,['Four Year Strong'],39,1,196146
4630,WARPED FOREVER,"There, There",['The Wonder Years'],22,1,146616
4631,WARPED FOREVER,Whoa Oh! (Me vs Everyone),['Forever The Sickest Kids'],49,1,204773
4632,WARPED FOREVER,Eternally Yours,['Motionless In White'],57,12,312351
4633,WARPED FOREVER,In Bloom,['Neck Deep'],38,5,218054
4634,WARPED FOREVER,I've Given Up on You,['Real Friends'],52,5,163999
4635,WARPED FOREVER,You'll Be Fine,['Palaye Royale'],56,3,213394
4636,WARPED REVOLUTION,I'm Not Okay (I Promise),['My Chemical Romance'],73,5,186480
4637,WARPED REVOLUTION,The Anthem,['Good Charlotte'],74,2,175093
4638,WARPED REVOLUTION,Cupid's Chokehold / Breakfast in America,['Gym Class Heroes'],64,10,243773
4639,WARPED REVOLUTION,The Boys of Summer,['The Ataris'],67,10,258000
4640,WARPED REVOLUTION,Party Hard,['Andrew W.K.'],58,2,184906
4641,WARPED REVOLUTION,Fashion Zombies!,['The Aquabats!'],42,2,196240
4642,WARPED REVOLUTION,Prayer Of The Refugee,['Rise Against'],65,6,199386
4643,WARPED REVOLUTION,Red Flag,['Billy Talent'],69,2,198173
4644,WARPED REVOLUTION,I'm Shipping Up To Boston,['Dropkick Murphys'],70,11,153600
4645,WARPED REVOLUTION,Let's Get It Started - Spike Mix,['Black Eyed Peas'],61,14,217213
4646,WARPED REVOLUTION,Everything Is Alright,['Motion City Soundtrack'],62,2,207633
4647,WARPED REVOLUTION,Fat Lip,['Sum 41'],73,4,178266
4648,WARPED REVOLUTION,This Is the End (For You My Friend),['Anti-Flag'],57,6,192066
4649,WARPED REVOLUTION,1985,['Bowling For Soup'],71,3,193000
4650,WARPED REVOLUTION,Paper Planes,['M.I.A.'],55,11,203760
4651,WARPED REVOLUTION,A Favor House Atlantic,['Coheed and Cambria'],56,10,234706
4652,WARPED REVOLUTION,I'm Just a Kid,['Simple Plan'],75,4,198333
4653,WARPED REVOLUTION,She Wants To Move,['N.E.R.D'],56,5,213786
4654,WARPED REVOLUTION,MakeDamnSure,['Taking Back Sunday'],66,3,208280
4655,WARPED REVOLUTION,Be My Escape,['Relient K'],64,2,240453
4656,WARPED REVOLUTION,What's Golden,['Jurassic 5'],57,8,188600
4657,WARPED REVOLUTION,Hit Or Miss,['New Found Glory'],34,4,202906
4658,WARPED REVOLUTION,The Taste of Ink,['The Used'],64,2,208693
4659,WARPED REVOLUTION,Until the Day I Die,['Story Of The Year'],65,2,235200
4660,WARPED REVOLUTION,Dead on Arrival,['Fall Out Boy'],53,2,194493
4661,WARPED REVOLUTION,Point / Counterpoint,['Streetlight Manifesto'],50,3,327920
4662,WARPED REVOLUTION,The Best Of Me,['The Starting Line'],58,4,258266
4663,WARPED REVOLUTION,Way Away,['Yellowcard'],57,1,202093
4664,WARPED REVOLUTION,Ever So Sweet,['The Early November'],34,1,259853
4665,WARPED REVOLUTION,The Artist In The Ambulance,['Thrice'],58,10,219266
4666,Baseball Anthems Presented by Rock & Roll Hall of Fame,Take Me out to the Ballgame (Dr. John),['Dr. John'],18,27,176533
4667,Baseball Anthems Presented by Rock & Roll Hall of Fame,(Love Is Like A) Baseball Game,['The Intruders'],26,7,165920
4668,Baseball Anthems Presented by Rock & Roll Hall of Fame,Glory Days,['Bruce Springsteen'],69,10,254733
4669,Baseball Anthems Presented by Rock & Roll Hall of Fame,Sweet Caroline - Single Version,['Neil Diamond'],0,25,201800
4670,Baseball Anthems Presented by Rock & Roll Hall of Fame,Centerfield,['John Fogerty'],14,6,232173
4671,Baseball Anthems Presented by Rock & Roll Hall of Fame,The Ball Game,['Sister Wynona Carr'],26,17,183826
4672,Baseball Anthems Presented by Rock & Roll Hall of Fame,Tessie,['Dropkick Murphys'],43,14,255533
4673,Baseball Anthems Presented by Rock & Roll Hall of Fame,Knock It out of the Park,['Sam & Dave'],9,45,151026
4674,Baseball Anthems Presented by Rock & Roll Hall of Fame,Paradise By the Dashboard Light,['Meat Loaf'],67,6,508333
4675,Baseball Anthems Presented by Rock & Roll Hall of Fame,Baseball Boogie,['Mabel Scott'],13,21,166506
4676,Baseball Anthems Presented by Rock & Roll Hall of Fame,Robbie-Doby Boogie,['Sonny Terry and Brownie McGhee'],0,44,142933
4677,Baseball Anthems Presented by Rock & Roll Hall of Fame,Bill Lee,['Warren Zevon'],16,9,97066
4678,Baseball Anthems Presented by Rock & Roll Hall of Fame,To The Veteran's Committee,['The Baseball Project'],0,6,138466
4679,Baseball Anthems Presented by Rock & Roll Hall of Fame,Nolan Ryan (He's A Hero To Us All),['Jerry Jeff Walker'],11,7,257000
4680,Baseball Anthems Presented by Rock & Roll Hall of Fame,Go Cubs Go,['Steve Goodman'],39,3,171293
4681,Baseball Anthems Presented by Rock & Roll Hall of Fame,Don't Stop Believin',['Journey'],81,1,250986
4682,Baseball Anthems Presented by Rock & Roll Hall of Fame,All The Way - Live In Chicago,['Eddie Vedder'],44,1,236693
4683,Baseball Anthems Presented by Rock & Roll Hall of Fame,Muscle Of Love,['Alice Cooper'],2,9,225600
4684,Baseball Anthems Presented by Rock & Roll Hall of Fame,Wild Thing - 45 Version,['X'],41,1,211640
4685,Baseball Anthems Presented by Rock & Roll Hall of Fame,The Boys Of Summer,['Don Henley'],77,1,288733
4686,Baseball Anthems Presented by Rock & Roll Hall of Fame,Did You See Jackie Robinson Hit That Ball?,['Buddy Johnson'],21,18,142026
4687,Baseball Anthems Presented by Rock & Roll Hall of Fame,Joltin' Joe Dimaggio,"['Les Brown & His Orchestra', 'Betty Bonney']",0,20,174026
4688,Baseball Anthems Presented by Rock & Roll Hall of Fame,Say Hey (The Willie Mays Song),['The Treniers'],0,11,191306
4689,Baseball Anthems Presented by Rock & Roll Hall of Fame,Cleveland Rocks,['The Presidents Of The United States Of America'],42,12,153093
4690,Baseball Anthems Presented by Rock & Roll Hall of Fame,Oriole Magic,['Speed On the Beat'],1,6,247875
4691,Baseball Anthems Presented by Rock & Roll Hall of Fame,Joe Dimaggio Done It Again,"['Billy Bragg', 'Wilco']",20,12,150413
4692,Baseball Anthems Presented by Rock & Roll Hall of Fame,Load Up The Bases (The Baseball Song),['Whiskey Falls'],44,1,218440
4693,Baseball Anthems Presented by Rock & Roll Hall of Fame,R.O.C.K. In The U.S.A. (A Salute To 60's Rock),['John Mellencamp'],63,11,174360
4694,Baseball Anthems Presented by Rock & Roll Hall of Fame,1976,['The Baseball Project'],0,1,217160
4695,Baseball Anthems Presented by Rock & Roll Hall of Fame,"Take Me Out To The Ball Game - Live at Shea Stadium, Queens, NY - July 2008",['Billy Joel'],28,9,45733
4696,Baseball Anthems Presented by Rock & Roll Hall of Fame,Barry Bonds,"['Kanye West', 'Lil Wayne']",26,7,204333
4697,Baseball Anthems Presented by Rock & Roll Hall of Fame,I'm Shipping Up To Boston,['Dropkick Murphys'],70,11,153600
4698,Baseball Anthems Presented by Rock & Roll Hall of Fame,Batter Up,"['Nelly', 'Murphy Lee', 'Ali']",29,14,327800
4699,Baseball Anthems Presented by Rock & Roll Hall of Fame,"Talkin’ Baseball® (Willie, Mickey And “the Duke”)",['Terry Cashman'],28,1,204225
4700,Baseball Anthems Presented by Rock & Roll Hall of Fame,Brown Eyed Handsome Man - Single Version,['Chuck Berry'],18,5,135800
4701,Baseball Anthems Presented by Rock & Roll Hall of Fame,"Saga of Dandy, The Devil & Day","[""Ultramagnetic MC's""]",8,5,276266
4702,Baseball Anthems Presented by Rock & Roll Hall of Fame,Take Me out to the Ballgame (King Curtis),['King Curtis'],17,23,127760
4703,Baseball Anthems Presented by Rock & Roll Hall of Fame,Negro Baseball League,"['Jean Grae', 'Natural Resource']",16,15,311584
4704,Baseball Anthems Presented by Rock & Roll Hall of Fame,Angels Of Fenway,['James Taylor'],30,3,198093
4705,Baseball Anthems Presented by Rock & Roll Hall of Fame,Catfish - Studio Outtake - 1975,['Bob Dylan'],22,3,168066
4706,Baseball Anthems Presented by Rock & Roll Hall of Fame,My Oh My,['Macklemore & Ryan Lewis'],48,17,257053
4707,Baseball Anthems Presented by Rock & Roll Hall of Fame,baseball,['Hippo Campus'],61,1,198106
4708,Baseball Anthems Presented by Rock & Roll Hall of Fame,"Swing, Swing",['The All-American Rejects'],1,3,233266
4709,Baseball Anthems Presented by Rock & Roll Hall of Fame,Highway to Hell,['AC/DC'],83,1,208400
4710,Baseball Anthems Presented by Rock & Roll Hall of Fame,Saturday in the Park - 2002 Remaster,['Chicago'],65,7,235666
4711,Baseball Anthems Presented by Rock & Roll Hall of Fame,Baseball Boogie - Outtake,['Nina Simone'],18,13,56733
4712,Baseball Anthems Presented by Rock & Roll Hall of Fame,America's Favorite Pastime,['Todd Snider'],0,3,191320
4713,Baseball Anthems Presented by Rock & Roll Hall of Fame,Night Game,['Paul Simon'],36,5,177640
4714,Baseball Anthems Presented by Rock & Roll Hall of Fame,The Natural,['Randy Newman'],23,7,217906
4715,Baseball Anthems Presented by Rock & Roll Hall of Fame,I Wanna Be A Baseball Star,['Freddie Holt'],11,15,147080
4716,Baseball Anthems Presented by Rock & Roll Hall of Fame,There Used To Be A Ballpark,['Frank Sinatra'],22,8,215906
4717,Baseball Anthems Presented by Rock & Roll Hall of Fame,Beat on the Brat - 2016 Remaster,['Ramones'],53,2,151960
4718,Baseball Anthems Presented by Rock & Roll Hall of Fame,We Didn't Start the Fire,['Billy Joel'],74,2,287733
4719,Baseball Anthems Presented by Rock & Roll Hall of Fame,Cubs In Five,['The Mountain Goats'],31,1,125000
4720,Baseball Anthems Presented by Rock & Roll Hall of Fame,Na Na Hey Hey Kiss Him Goodbye,['Steam'],43,10,247173
4721,Iconic Walk Up Songs,Enter Sandman,['Metallica'],74,1,331573
4722,Iconic Walk Up Songs,Whole Lotta Love - 1990 Remaster,['Led Zeppelin'],76,1,333893
4723,Iconic Walk Up Songs,Paranoid - 2016 Remaster,['Black Sabbath'],69,2,168405
4724,Iconic Walk Up Songs,Thunderstruck,['AC/DC'],82,1,292880
4725,Iconic Walk Up Songs,No Diggity,"['Blackstreet', 'Dr. Dre', 'Queen Pen']",76,3,304600
4726,Iconic Walk Up Songs,Seven Nation Army,['The White Stripes'],74,1,231733
4727,Iconic Walk Up Songs,Song 2 - 2012 Remaster,['Blur'],74,2,121160
4728,Iconic Walk Up Songs,Can't Stop,['Red Hot Chili Peppers'],80,7,269000
4729,Iconic Walk Up Songs,Brick House,['Commodores'],65,6,208893
4730,Iconic Walk Up Songs,Numb,['Linkin Park'],81,13,185586
4731,Iconic Walk Up Songs,HUMBLE.,['Kendrick Lamar'],52,8,177000
4732,Iconic Walk Up Songs,Master of Puppets (Remastered),['Metallica'],67,2,515386
4733,Iconic Walk Up Songs,Bad Girls,['M.I.A.'],68,8,227520
4734,Iconic Walk Up Songs,Mi Gente,"['J Balvin', 'Willy William']",73,1,189440
4735,Iconic Walk Up Songs,rockstar,"['Post Malone', '21 Savage']",0,1,218480
4736,Iconic Walk Up Songs,Thunder,['Imagine Dragons'],84,10,187146
4737,Iconic Walk Up Songs,Your Love,['The Outfield'],71,5,221840
4738,Iconic Walk Up Songs,Careless Whisper,['George Michael'],75,3,300106
4739,Iconic Walk Up Songs,Turn Down for What,"['DJ Snake', 'Lil Jon']",72,1,213733
